station_name,start_count,end_count,average_lat,average_lng
E 81 St & 3 Ave,3395,3419,40.77573034000001,-73.95675259999999
India St & Manhattan Ave,3322,3418,40.73232194,-73.9550858
Bergen St & Flatbush Ave,3367,3404,40.680944723477296,-73.97567331790923
Leonard St & Church St,3346,3367,40.717571,-74.00554899999999
W 47 St & 6 Ave,3390,3364,40.758397,-73.98254999999997
Riverside Dr & W 82 St,3563,3361,40.78720868999999,-73.98128126999998
E 19 St & 3 Ave,3363,3359,40.73624527,-73.98473764999999
8 Ave & W 38 St,3339,3358,40.75461000000001,-73.99176999999999
W 92 St & Broadway,3305,3343,40.79209999999999,-73.97389999999999
W 52 St & 5 Ave,3466,3341,40.75992261999999,-73.97648516000001
Emerson Pl & Myrtle Ave,3402,3339,40.69363137,-73.96223557999998
Cliff St & Fulton St,3297,3331,40.708379999999984,-74.00495000000001
St Nicholas Ave & Manhattan Ave,3295,3331,40.80972500000002,-73.95314899999997
Milton St & Franklin St,3077,3328,40.72906,-73.95779000000002
E 68 St & 3 Ave,3390,3325,40.76712840349541,-73.96224617958069
E 81 St & York Ave,3260,3321,40.77283840000001,-73.94989233
Roebling St & N 4 St,3304,3316,40.71469,-73.95739000000002
3 St & Prospect Park West,3498,3315,40.668132,-73.97363830999998
Montrose Ave & Bushwick Ave,3341,3315,40.70767788,-73.94016171
Spruce St & Nassau St,3346,3312,40.71146363999999,-74.00552427000001
Metropolitan Ave & Meeker Ave,3257,3303,40.71413310999999,-73.95234386000001
E 58 St & Madison Ave,3554,3297,40.7630259428052,-73.97209525108337
31 St & Newtown Ave,3275,3284,40.76754877999711,-73.9209334552288
Main St & Plymouth St,3272,3283,40.7037816735483,-73.99073392152786
Lexington Ave & E 26 St,3633,3262,40.741459000000006,-73.983293
Graham Ave & Grand St,3245,3244,40.711862999999994,-73.94402400000001
Carlton Ave & Dean St,3239,3244,40.680974100000014,-73.97100969999997
N 6 St & Bedford Ave,3201,3242,40.71745169000001,-73.95850939
Grand Army Plaza & Plaza St West,3331,3239,40.6729679,-73.97087983999998
46 Ave & 5 St,3207,3227,40.747309999999985,-73.95451000000003
Hudson Blvd W & W 36 St,3193,3223,40.75676475086504,-73.99971440439913
E 43 St & 2 Ave,3567,3222,40.75022392,-73.97121414000001
Clinton St & Cherry St,3244,3220,40.71147139446926,-73.98672603070736
Sands St & Jay St,2944,3194,40.70011899999999,-73.98620000000003
Bond St & Fulton St,3189,3181,40.68962188789999,-73.98304268719998
Grand St & Samuel Dickstein Plaza,3217,3180,40.71511871996496,-73.98417055606842
Driggs Ave & N Henry St,3176,3176,40.72324999999999,-73.94308000000001
St Johns Pl & Washington Ave,3163,3164,40.67372360000002,-73.9631611
Dean St & Franklin Ave,3154,3161,40.67759206937376,-73.955637216568
N 5 St & Wythe Ave,3098,3157,40.718389,-73.961501
Schermerhorn St & Court St,3088,3156,40.69103637489928,-73.99201065301895
E 14 St & Ave B,3177,3155,40.72938684999999,-73.97772428999997
W 74 St & Columbus Ave,3117,3153,40.7785669,-73.97754960999998
W 43 St & 6 Ave,3387,3139,40.755273069999994,-73.98316936000003
E 89 St & York Ave,3116,3139,40.7779453,-73.946041
E 89 St & 3 Ave,3099,3123,40.78062840000001,-73.9521667
Fulton St & Waverly Ave,3184,3123,40.68323865460342,-73.96599590778351
E 6 St & Ave D,2748,3116,40.72228087000001,-73.97668709000001
W 25 St & 8 Ave,3123,3113,40.746499963333406,-73.99732626293644
W 106 St & Amsterdam Ave,3135,3112,40.800836300000014,-73.96644924719999
E 78 St & 2 Ave,3067,3098,40.77279659999999,-73.95577801
E 75 St & 3 Ave,3081,3085,40.77112927000001,-73.95772296999999
Adelphi St & Myrtle Ave,3077,3077,40.69308257,-73.97178913000002
Willoughby St & Fleet St,2948,3076,40.691965659999994,-73.9813018
DeKalb Ave & Hudson Ave,3052,3073,40.689888,-73.98101299999999
Park Pl & Church St,3075,3072,40.71334184275907,-74.00935515761375
3 St & 7 Ave,3053,3069,40.6703837,-73.97839676
31 St & Broadway,3042,3048,40.76158399999999,-73.925921
Washington St & Laight St,2746,3040,40.72231,-74.01059999999998
E 45 St & 3 Ave,3076,3040,40.75255434000001,-73.97282625000001
DeKalb Ave & S Portland Ave,3000,3034,40.68981035000001,-73.97493121000001
Driggs Ave & S 2 St,2975,3029,40.712628,-73.96057500000002
Montague St & Clinton St,3008,3018,40.694271500000006,-73.99232719999998
Front St & Jay St,2987,3017,40.70246099999999,-73.98684200000002
Carroll St & Smith St,2966,3010,40.680611,-73.99475825
Henry St & Atlantic Ave,2976,2995,40.69089272000001,-73.99612348999997
Murray St & Greenwich St,2994,2989,40.71485150526251,-74.01122331619263
E 12 St & Ave C,2980,2989,40.727242999999994,-73.97683099999999
Bank St & Hudson St,2979,2989,40.736528889999995,-74.00618025999998
Duffield St & Willoughby St,3003,2985,40.69221589,-73.98428439999999
E 5 St & Ave C,2935,2983,40.72299207999999,-73.97995465999999
Monroe St & Bedford Ave,2966,2970,40.6851443,-73.95380904000001
Lenox Ave & W 117 St,2926,2959,40.8025566,-73.94907820000003
5 Ave & 3 St,2940,2941,40.672815500000006,-73.98352354999997
Central Park W & W 103 St,2895,2935,40.79558954105341,-73.96188408136368
10 St & 7 Ave,2961,2924,40.666207799999995,-73.98199885999998
William St & Pine St,2906,2906,40.70717936,-74.00887308000001
Stagg St & Union Ave,2877,2897,40.70877084,-73.95095259
E 85 St & York Ave,2842,2887,40.77536905,-73.94803391999999
W 78 St & Broadway,3058,2874,40.78339980999999,-73.98093132999999
6 Ave & 9 St,2866,2868,40.668127000000005,-73.98377641
Flushing Ave & Vanderbilt Ave,2704,2866,40.69795031569544,-73.97077560424805
Pearl St & Hanover Square,2866,2856,40.7047177,-74.00926027000001
E 9 St & Ave C,2788,2845,40.725213110000006,-73.97768752
Bergen St & 4 Ave,2780,2832,40.68256425759694,-73.9798977971077
Broadway & Battery Pl,2826,2827,40.704633339999994,-74.01361706
Leonard St & Nassau Ave,2684,2823,40.7239567849954,-73.94984364509583
Prospect Park West & 8 St,2870,2818,40.66514681533793,-73.97637605667114
W 37 St & Broadway,2970,2813,40.75227093837408,-73.98770570755005
E 7 St & Avenue A,2858,2806,40.72621787999999,-73.98379854999999
St Nicholas Ave & W 126 St,2807,2802,40.81143229999999,-73.9518776
N 10 St & Berry St,2582,2799,40.72025300000001,-73.957082
Devoe St & Lorimer St,2789,2798,40.713352262228746,-73.9491033554077
S 2 St & Kent Ave,2780,2798,40.71473100000001,-73.96661199999998
Hicks St & Montague St,2780,2785,40.69512844999999,-73.99595064999998
Rutgers St & Henry St,2659,2777,40.713321512081855,-73.99009689688683
Reade St & Broadway,2777,2776,40.71450450999998,-74.00562789000003
E 65 St & 2 Ave,2812,2773,40.764718519443385,-73.96222069859505
Fulton St & William St,2761,2764,40.70960089363536,-74.00655090808868
Center Blvd & 51 Ave,2737,2756,40.74336608027022,-73.95960688591003
Bridge St & Water St,2711,2756,40.70296934155272,-73.98469090461731
Frederick Douglass Blvd & W 115 St,2737,2756,40.80386540000001,-73.95593080000002
E 93 St & 2 Ave,2564,2748,40.78245417527988,-73.9489196240902
Franklin St & W Broadway,2660,2739,40.71911552,-74.00666661000001
Jackson Ave & 46 Rd,2759,2733,40.74524767999999,-73.94733275999998
President St & 4 Ave,2555,2730,40.67675700000001,-73.98326199999998
31 St & Ditmars Blvd,2725,2722,40.77616799999999,-73.910485
6 Ave & Canal St,2652,2715,40.722437969999994,-74.00566443000001
John St & William St,2707,2704,40.70862144,-74.00722156000002
Maiden Ln & Pearl St,2641,2703,40.70706456,-74.00731853
Greenpoint Ave & West St,2656,2697,40.729803,-73.959099
E 47 St & 1 Ave,2655,2690,40.75206861999999,-73.96784384
Franklin Ave & St Marks Ave,2746,2689,40.6758324,-73.9561677
E 53 St & Madison Ave,2769,2688,40.7597108,-73.97402310999999
Old Slip & South St,2695,2687,40.70336686695867,-74.007867872715
Eastern Pkwy & Kingston Ave,2835,2685,40.66958999999999,-73.94236999999998
West End Ave & W 107 St,2683,2680,40.802117399999986,-73.96818053050002
Riverside Dr & W 104 St,2789,2667,40.80134340000001,-73.97114574390001
S 4 St & Rodney St,2656,2666,40.70934,-73.95608000000001
Church St & Worth St,2626,2665,40.71688538495367,-74.00650128722191
W 84 St & Amsterdam Ave,2812,2658,40.78620999999999,-73.9756
Lafayette Ave & Classon Ave,2627,2619,40.68900443,-73.96023853999999
Driggs Ave & Lorimer St,2585,2613,40.72179134,-73.9504154
Sterling Pl & Franklin Ave,2596,2610,40.67324785,-73.95689517000001
Lafayette Ave & St James Pl,2590,2605,40.68851534,-73.9647628
South St & Pike St,2593,2605,40.709918069215334,-73.99161100387573
E 82 St & East End Ave,2571,2600,40.7724607,-73.9468208
E 58 St & 1 Ave (NE Corner),2576,2593,40.75892386377695,-73.96226227283478
Classon Ave & St Marks Ave,2667,2587,40.676513,-73.959431
Garfield Pl & 8 Ave,2613,2575,40.67119780000001,-73.97484125999999
E 68 St & Madison Ave,2725,2566,40.7691572,-73.96703463999998
Bayard St & Leonard St,2514,2564,40.71915571696043,-73.94885390996933
Eagle St & Manhattan Ave,2516,2563,40.735217,-73.954926
Pleasant Ave & E 116 St,2541,2552,40.79498790000001,-73.93333489999999
6 St & 7 Ave,2576,2550,40.668662700000006,-73.97988067000001
W 111 St & 5 Ave,2528,2550,40.79752078124755,-73.9489397406578
Market St & Cherry St,2490,2541,40.71076227999998,-73.99400398
Columbia St & Rivington St,2521,2539,40.71739973,-73.98016555
E 102 St & 1 Ave,2519,2533,40.786994600000014,-73.94164802
Eastern Pkwy & Washington Ave,2727,2532,40.671649300000006,-73.9631145
Steinway St & Broadway,2514,2516,40.75905795418587,-73.91897544264793
Union St & 4 Ave,2259,2500,40.677274399999995,-73.98282002
Congress St & Clinton St,2479,2497,40.68825516598006,-73.99545192718506
Harrison St & Hudson St,2451,2490,40.71870987,-74.00900090000002
Clinton St & Tillary St,2437,2478,40.69623297129315,-73.99142056703568
3 Ave & Schermerhorn St,2434,2464,40.68683207999999,-73.97967719999998
W 104 St & Amsterdam Ave,2574,2456,40.799041392883,-73.96649479866028
Warren St & Smith St,2184,2451,40.685424009970184,-73.99127773940563
Norman Ave & Leonard St,2450,2449,40.725819,-73.95081500000002
Nassau Ave & Russell St,2460,2447,40.72557,-73.94434000000001
Albany St & Greenwich St,2419,2443,40.709267,-74.01324699999999
Douglass St & 3 Ave,2152,2439,40.6802133,-73.98432694999998
S Portland Ave & Hanson Pl,2419,2422,40.68539567,-73.97431458000001
14 St & 7 Ave,2428,2409,40.66377899999999,-73.98396846000001
Monroe St & Tompkins Ave,2322,2408,40.686203,-73.94469400000001
Clinton St & Union St,2384,2402,40.68311640000002,-73.99785267000001
E 67 St & Park Ave,2588,2401,40.76780080148132,-73.96592080593109
W 107 St & Columbus Ave,2411,2398,40.79975680000001,-73.9621128676
Lexington Ave & Classon Ave,2379,2393,40.686767929999995,-73.95928168000002
Broadway & Roebling St,2363,2390,40.70924826276157,-73.96063148975372
West End Ave & W 94 St,2412,2388,40.7941654,-73.97412399999999
W 116 St & Amsterdam Ave,2040,2386,40.80675810000001,-73.96070820000001
W 54 St & 6 Ave,2456,2373,40.761865,-73.977242
45 Ave & 21 St,2363,2371,40.74737075646804,-73.94777297973631
Leonard St & Maujer St,2359,2370,40.71036854235229,-73.94705951213837
W 51 St & Rockefeller Plaza,2320,2370,40.75973805251143,-73.97811613976955
Wyckoff Ave & Gates Ave,2395,2365,40.699871408829885,-73.91171872615814
India St Pier,2314,2363,40.731734785883454,-73.9612390102593
Clermont Ave & Lafayette Ave,2521,2363,40.68764484,-73.96968902000002
Carroll St & 6 Ave,2334,2360,40.6740886,-73.97872819999999
Duane St & Hudson St,2312,2359,40.71703000000001,-74.00925
Bialystoker Pl & Delancey St,2342,2356,40.71622644000001,-73.98261206
DeKalb Ave & Franklin Ave,2342,2355,40.69064807082943,-73.95746178925037
Nassau Ave & Newell St,2329,2354,40.724812564400175,-73.94752621650696
Cumberland St & Lafayette Ave,2312,2342,40.68753406,-73.97265183
Dock 72 Way & Market St,2307,2342,40.69984999999999,-73.97141
Kingsland Ave & Nassau Ave,2349,2338,40.72577,-73.94173
W 35 St & Dyer Ave,2341,2335,40.754691750226016,-73.99740189313889
Wythe Ave & N 13 St,2217,2332,40.72276699999999,-73.957021
Douglass St & 4 Ave,2296,2328,40.6792788,-73.98154004
Carroll St & 5 Ave,2330,2325,40.67516219999999,-73.98148319999999
Bus Slip & State St,2336,2312,40.701907,-74.01394200000001
Underhill Ave & Pacific St,2343,2299,40.680483599999995,-73.9646795
Catherine St & Monroe St,2276,2288,40.71117444,-73.99682619
Prospect Pl & 6 Ave,2266,2287,40.6793307,-73.97519523
Ave C & E 16 St,2321,2278,40.729848303465296,-73.97455215454102
Lincoln Rd & Ocean Ave,2261,2274,40.660500000000006,-73.9626
Madison St & Montgomery St,2288,2274,40.713125999999995,-73.98484399999998
28 St & 41 Ave,2275,2271,40.751047,-73.93797
Grand Ave & Bergen St,2256,2270,40.678045,-73.96240800000001
Madison Ave & E 51 St,2312,2268,40.75862999999998,-73.97513
Riverside Dr & W 91 St,2513,2267,40.793134809866615,-73.97700369358063
E 94 St & Madison Ave,2254,2257,40.78585105291389,-73.9548244437806
Adam Clayton Powell Blvd & W 126 St,2238,2252,40.80949534777948,-73.94776493310928
E 50 St & Park Ave,2326,2251,40.757334,-73.97423500000001
Greenwich St & Rector St,2222,2245,40.70806582380646,-74.0135595202446
Prospect Pl & Underhill Ave,2278,2234,40.6769694,-73.96579
Ave D & E 8 St,2208,2227,40.72368361,-73.97574813
Halsey St & Tompkins Ave,2191,2219,40.68236869999999,-73.94411799999999
Pacific St & Smith St,2177,2210,40.687880939612775,-73.98939281702042
Crescent St & 30 Ave,2190,2196,40.768691999999994,-73.9249574
Fulton St & Clermont Ave,2188,2179,40.68415748,-73.96922273
Fulton St & Irving Pl,2231,2173,40.68186000000001,-73.95943199999999
Calyer St & West St,2144,2170,40.72693,-73.95862999999999
State St & Smith St,2105,2160,40.68917,-73.98859999999999
Barclay St & Church St,2102,2159,40.71291224,-74.01020233999999
Myrtle Ave & Fleet Pl,2151,2131,40.693534,-73.981909
Kane St & Clinton St,2124,2127,40.6861758,-73.99645295000002
E 81 St & Park Ave,2105,2123,40.77677702,-73.95900970000002
Melrose St & Broadway,2108,2117,40.697481,-73.935877
W Broadway & Watts St,2096,2116,40.72323000000001,-74.00314000000003
1 Ave & E 110 St,2100,2111,40.792327199999995,-73.93830000000003
W 120 St & Claremont Ave,2179,2105,40.81094940000001,-73.9634
Kosciuszko St & Tompkins Ave,2087,2102,40.69128258,-73.9452416
E 95 St & 3 Ave,2071,2098,40.78490320000001,-73.95050300000001
Water St & Fletcher St,2062,2093,40.70641075523613,-74.00559738278389
Motorgate,2035,2078,40.7639089,-73.9477213
2 Ave & E 104 St,2047,2075,40.7892105,-73.94370784
75 St & Roosevelt Ave,2098,2075,40.7468,-73.89038000000002
Macon St & Nostrand Ave,2040,2074,40.68098338539998,-73.9500479759
E 66 St & Madison Ave,2066,2067,40.76800889305947,-73.96845281124115
Cadman Plaza E & Tillary St,2069,2059,40.69597682999999,-73.99014892
E 10 St & Avenue A,2116,2055,40.72740794,-73.98142006
Roosevelt Island Tramway,2033,2053,40.757284000000006,-73.95360000000001
Adam Clayton Powell Blvd & W 123 St,2043,2050,40.807831599999986,-73.949373
Johnson St & Brooklyn Bridge Blvd,2020,2044,40.69500000000001,-73.98917000000003
Crescent St & Broadway,2030,2043,40.76335890000001,-73.92864710000002
Nevins St & Schermerhorn St,2016,2038,40.6873724765072,-73.98176059126854
Bond St & Bergen St,2034,2037,40.68496679999999,-73.98620772000002
E 11 St & Avenue B,2065,2027,40.727464206923926,-73.97950418293476
Washington Park,2001,2027,40.6917823,-73.9737299
Adams St & Prospect St,1817,2021,40.70076308326152,-73.98869812488556
Washington Ave & Greene Ave,2022,2021,40.686500649999985,-73.96563306999998
Cadman Plaza E & Red Cross Pl,2000,2020,40.69991755000001,-73.98971772999997
Pike St & Monroe St,2011,2019,40.71173106999999,-73.99193043
12 Ave & W 125 St,2043,2011,40.81829900000001,-73.96040500000002
Water St & Gouverneur Ln,1913,2006,40.70469667894968,-74.00803416967392
Riverside Dr & W 78 St,2320,1997,40.78414471999999,-73.98362492
E 6 St & Avenue B,2010,1994,40.72453734,-73.98185423999999
Melrose Ave & E 150 St,1972,1991,40.816827,-73.91733799999999
Wyckoff Ave & Stanhope St,1977,1982,40.703545,-73.917775
Greene Ave & Throop Ave,1963,1981,40.68949320000001,-73.94206099999998
Hancock St & Bedford Ave,1968,1980,40.68216564,-73.95399025999998
Suydam St & Knickerbocker Ave,1967,1973,40.702013,-73.923769
Broadway & W 37 St,2427,1970,40.75172632,-73.98753523000003
Underhill Ave & Lincoln Pl,1954,1960,40.6740123,-73.96714569999999
Graham Ave & Withers St,1962,1959,40.7169811,-73.94485918
Stanton St & Mangin St,1962,1959,40.71782143,-73.97628939
2 Ave & E 31 St,2008,1957,40.74290902,-73.97706057999997
Cambridge Pl & Gates Ave,1946,1955,40.68488000000001,-73.96304
Washington Ave & Park Ave,2020,1953,40.69610226,-73.96751037
Madison Ave & E 99 St,1941,1949,40.78948541553215,-73.95242929458618
McKibbin St & Bogart St,1947,1945,40.706236999999994,-73.933871
Bushwick Ave & Powers St,1947,1941,40.71247661,-73.94100004999999
E 2 St & Avenue A,1943,1938,40.72307749068672,-73.98583620786667
36 Ave & 31 St,1930,1937,40.75651272984955,-73.92957486212252
Carlton Ave & Flushing Ave,1871,1936,40.69778699999999,-73.973736
W 50 St & 9 Ave,1980,1928,40.76360467795861,-73.98917958140373
Greene Ave & Nostrand Ave,1906,1924,40.6883337,-73.95091599999999
14 St & 5 Ave,1906,1923,40.666287,-73.98895053
Sands St Gate,1897,1920,40.699569,-73.97982699999999
Pacific St & Nostrand Ave,1953,1907,40.67759999999999,-73.94963
6 Ave & 21 St,1875,1899,40.660160000000005,-73.99097400000002
Degraw St & Smith St,1872,1890,40.68291509999999,-73.99318208
34 Ave & 38 St,1879,1885,40.75691299999998,-73.92163100000002
E 106 St & Madison Ave,1878,1883,40.7934337,-73.94945003000001
31 Ave & 34 St,1863,1883,40.763154,-73.920827
Pacific St & Nevins St,1866,1883,40.68537609999999,-73.98302136
Putnam Ave & Throop Ave,1883,1881,40.68515320000001,-73.94111000000001
27 St & Hunter St,1884,1878,40.74849999999999,-73.941275
N 9 St & Wythe Ave,1749,1878,40.720540000000014,-73.95900000000002
Madison St & Clinton St,1866,1875,40.712690419999994,-73.98776323
Wilson Ave & Troutman St,1873,1865,40.70165999999999,-73.92754
Lefferts Pl & Franklin Ave,1827,1864,40.680342423000006,-73.9557689392
31 Ave & Steinway St,1854,1858,40.76114880000001,-73.91700709999999
10 St & 4 Ave,1828,1855,40.66967356370342,-73.98898908183764
Willoughby Ave & Wyckoff Ave,1846,1852,40.70561399999999,-73.92153
Willoughby Ave & Tompkins Ave,1853,1850,40.69425403000001,-73.94626915000002
Clinton Ave & Flushing Ave,1758,1843,40.69794,-73.96986848000003
5 Ave & W 126 St,1835,1843,40.807220000000015,-73.94180000000004
Broadway & Whipple St,1819,1842,40.70166569999999,-73.94373029999998
Willoughby Ave & Myrtle Ave,1853,1837,40.69757,-73.93097999999998
Cherry St,1880,1836,40.71219906,-73.97948147999999
1 Pl & Clinton St,1814,1835,40.6809591,-73.99905709
Johnson St & Gold St,1846,1833,40.69474881000001,-73.98362463999999
President St & Henry St,1816,1831,40.6828003,-73.99990419000001
Carlton Ave & St Marks Ave,1854,1831,40.67911856082164,-73.97176265716553
McKibbin St & Manhattan Ave,1823,1824,40.70510918,-73.94407279000004
Adam Clayton Powell Blvd & W 138 St,1809,1821,40.81695971032463,-73.9422959089279
Brooklyn Bridge Park - Pier 2,1793,1813,40.69845800000001,-73.99717799999999
Columbia St & Degraw St,1793,1811,40.6859296,-74.00242364
7 St & 5 Ave,1786,1807,40.6704922,-73.98541674999998
Kosciuszko St & Nostrand Ave,1806,1807,40.69072548999999,-73.95133465000004
Smith St & 9 St,1746,1798,40.674695700000015,-73.99785768
Lexington Ave & E 111 St,1774,1797,40.79541210000001,-73.94412320000002
Kent Ave & Division Ave,1769,1792,40.706563674670925,-73.9683187007904
38 St & 30 Ave,1836,1791,40.764174520197685,-73.91583994030952
Wards Meadow Comfort Station,1787,1790,40.78294,-73.93076999999998
E 14 St & Avenue B,1834,1786,40.72938684999998,-73.97772428999998
1 St & 6 Ave,1768,1784,40.67278399999999,-73.979826
45 Rd & 11 St,1776,1780,40.74708585999999,-73.94977234
4 Ave & 3 St,1758,1779,40.673746,-73.98564899999998
Marcy Ave & Lafayette Ave,1819,1776,40.690081500000005,-73.94791499999998
Delancey St & Eldridge St,1746,1769,40.719383,-73.99147900000001
Prospect Pl & Nostrand Ave,1889,1765,40.67428,-73.95029999999998
Sterling Pl & Bedford Ave,1866,1762,40.67269499999999,-73.95413099999999
W 18 St & 9 Ave,1724,1757,40.74353373246161,-74.00367558002472
E 103 St & Lexington Ave,1741,1753,40.790305100000005,-73.94755756999999
Grove St & Broadway,1769,1748,40.69047,-73.92351099999999
Steinway St & 28 Ave,1739,1742,40.7656251,-73.91366949999998
Broad St & Bridge St,1726,1738,40.703651820000005,-74.01167796999997
Myrtle Ave & Lewis Ave,1750,1733,40.69681963000001,-73.93756926000002
N 15 St & Wythe Ave,1703,1726,40.724055,-73.955736
1 Ave & E 94 St,1733,1722,40.7817212,-73.94593999999998
23 Ave & 31 St,1709,1721,40.77423301703027,-73.91274864321404
Henry St & Remsen St,1691,1710,40.69400964865996,-73.99465128779411
Court St & Nelson St,1694,1703,40.6763947,-73.99869893000002
Sterling Pl & 5 Ave,1678,1702,40.67897007047573,-73.97855266928671
Morningside Ave & W 123 St,1683,1700,40.81,-73.95515079999998
Scholes St & Lorimer St,1666,1696,40.70832300000001,-73.94873200000002
Flatbush Ave & Ocean Ave,1747,1696,40.66365700000001,-73.96301400000002
Union Ave & Jackson St,1694,1694,40.7160751,-73.95202900000001
Parkside Ave & Ocean Ave,1706,1693,40.65485,-73.96217
Carroll St & Columbia St,1680,1688,40.68304560000001,-74.00348558999998
17 St & 5 Ave,1673,1681,40.66349300000001,-73.99100699999998
East End Ave & E 86 St,1673,1680,40.77518615000001,-73.94446054000002
E 118 St & Madison Ave,1643,1670,40.80148659999999,-73.9442507
3 St & 3 Ave,1628,1666,40.6750705,-73.98775226
Pitt St & Stanton St,1656,1659,40.71926081,-73.98178024000002
Mt Morris Park W & W 120 St,1643,1657,40.804038,-73.94592499999999
Division Ave & Hooper St,1658,1656,40.70684203101325,-73.9544353965357
Nassau St & Duffield St,1586,1648,40.69847700000001,-73.98384
McGuinness Blvd & Eagle St,1649,1643,40.73555,-73.95284000000001
Smith St & 3 St,1615,1642,40.67872419999999,-73.99599099
Broadway & W 122 St,1625,1640,40.812056200000015,-73.96125470000001
Suydam St & Broadway,1658,1633,40.69544000000001,-73.93223
Manhattan Ave & Devoe St,1647,1632,40.713531999999994,-73.94598670000002
Stockholm St & Wilson Ave,1622,1627,40.69930399999999,-73.923044
Adam Clayton Powell Blvd & W 118 St,1615,1626,40.80437200000001,-73.95147499999999
6 Ave & 12 St,1619,1625,40.666318100000005,-73.98546169999997
Putnam Ave & Nostrand Ave,1591,1622,40.68401999999999,-73.94976999999999
Berkeley Pl & 6 Ave,1619,1619,40.67653039999999,-73.97846878999997
St James Pl & Pearl St,1573,1602,40.71117415999999,-74.00016544999998
Richardson St & N Henry St,1592,1595,40.71907891179564,-73.94223690032959
Carroll St & Bond St,1586,1586,40.6786115,-73.99037292000001
Butler St & Court St,1556,1583,40.6849894,-73.99440329
N 11 St & Kent Ave,1594,1578,40.72248188638219,-73.95921930670738
Astoria Park S & Shore Blvd,1575,1571,40.776700000000005,-73.927631
Boerum St & Broadway,1558,1571,40.70538076999999,-73.94976519
Newtown Ave & 23 St,1561,1569,40.771361500000005,-73.92461449999999
Eastern Pkwy & Nostrand Ave,1730,1564,40.66967,-73.95029999999998
Clinton St & 4 Place,1523,1558,40.6783563,-74.00014502
Banker St & Meserole Ave,1376,1551,40.72606000000001,-73.95621000000001
W 90 St & Amsterdam Ave,1571,1545,40.790179480950826,-73.97288918495178
E Fordham Rd & Webster Ave,1551,1544,40.86174799999999,-73.89104999999999
Degraw St & Hoyt St,1486,1540,40.68199044270704,-73.99079024791718
Willoughby Ave & Walworth St,1553,1539,40.69331715999999,-73.95381995000001
Degraw St & 3 Ave,1462,1537,40.679770000000005,-73.98469999999998
Flatbush Ave & Lincoln Rd,1385,1534,40.66131000000001,-73.96091
Pulaski St & Marcus Garvey Blvd,1534,1529,40.6933982,-73.93987700000002
E 5 St & Avenue C,1566,1529,40.72299207999999,-73.97995465999999
E 115 St & Lexington Ave,1510,1528,40.797911,-73.94230000000002
31 Ave & Crescent St,1511,1524,40.7658346,-73.9265474
Windsor Pl & Howard Pl,1591,1513,40.659490558938955,-73.98013919591904
Lenox Ave & W 130 St,1498,1511,40.810792199999995,-73.9430681
Lewis Ave & Madison St,1493,1510,40.686311999999994,-73.93577500000002
Crescent St & 34 Ave,1488,1502,40.76108,-73.930562
Van Brunt St & Wolcott St,1402,1499,40.67734289999999,-74.01275055999999
Vernon Blvd & 47 Rd,1465,1499,40.7449067,-73.95345729999998
E 161 St & River Ave,1474,1496,40.827882999999986,-73.92711099999998
Front St & Gold St,1487,1496,40.70224000000001,-73.982578
E 98 St & Park Ave,1457,1495,40.78813000000001,-73.95205999999999
Lenox Ave & W 115 St,1474,1490,40.801193899999994,-73.9500739
35 St & 30 Ave,1474,1488,40.76547569244952,-73.91811579465866
Edgecombe Ave & W 145 St,1473,1483,40.823497999999994,-73.94385999999997
Adam Clayton Powell Blvd & W 115 St,1457,1483,40.80253499999999,-73.95324230000001
Columbia Heights & Cranberry St,1481,1482,40.70037867,-73.99548058999999
Broadway & W 133 St,1491,1480,40.8190344,-73.95615599999998
21 St & Hoyt Ave S,1468,1479,40.774645,-73.92370600000001
48 Ave & 5 St,1251,1476,40.74436328706688,-73.9558732509613
Union St & Bedford Ave,1555,1474,40.6691783,-73.95541619999999
Myrtle Ave & Marcy Ave,1466,1474,40.69539816999999,-73.94954908
Convent Ave & W 135 St,1455,1472,40.818215,-73.95098800000001
Warren St & Court St,1456,1465,40.686371,-73.99383323999999
Sharon St & Olive St,1477,1463,40.71534162042447,-73.93865078687668
E 106 St & Lexington Ave,1430,1463,40.79197599999999,-73.945993
10 St & 5 Ave,1444,1459,40.66862730000001,-73.98700053
Carlton Ave & Park Ave,1430,1453,40.695807049999985,-73.97355569
Concord St & Bridge St,1460,1452,40.69766563999998,-73.98476436999998
E 106 St & 1 Ave,1422,1450,40.78925290000001,-73.93956236999998
E 117 St & 1 Ave,1436,1448,40.79656826080294,-73.93459528684616
E 9 St & Avenue C,1459,1448,40.725213110000006,-73.97768752
Leonard St & Boerum St,1423,1441,40.70583339,-73.94644577999998
Marcus Garvey Blvd & Macon St,1432,1441,40.68260099999999,-73.938037
74 St & 37 Ave,1437,1437,40.74908,-73.89171999999999
Ave D & E 10 St,1458,1436,40.72506551015476,-73.97515833377838
E 60 St & York Ave,1420,1429,40.759106999999986,-73.95922299999998
Amsterdam Ave & W 136 St,1429,1421,40.819746,-73.95181899999999
31 St & Astoria Blvd,1413,1419,40.76991759999999,-73.9184057
Clermont Ave & Park Ave,1421,1417,40.69573398,-73.97129668000001
Pierrepont St & Monroe Pl,1397,1408,40.69535693320224,-73.99344027042389
Broadway & Moylan Pl,1394,1402,40.8143256,-73.95902550000001
St Nicholas Ave & W 134 St,1376,1401,40.816234,-73.948222
